FEI Number,Legal Name,Ignore,Website,AddressProvided,City,State,Zip,Country/Area,Fiscal Year,Inspection ID,Posted Citations,Inspection End Date,Classification,Project Area,Product Type,FMD-145 Date
3005667457,Shady Grove Reproductive Science Center,yes,-,-,Columbia,Maryland,21044,United States,2022,1173096,No,5/19/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005667457,Shady Grove Reproductive Science Center,yes,-,-,Columbia,Maryland,21044,United States,2018,1031842,No,10/19/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005667457,Shady Grove Reproductive Science Center,yes,-,-,Columbia,Maryland,21044,United States,2016,956243,No,1/28/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005667676,Shady Grove Reproductive Science Center P.C.,yes,-,-,Annapolis,Maryland,21401,United States,2021,1151040,No,8/30/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005667676,Shady Grove Reproductive Science Center P.C.,yes,-,-,Annapolis,Maryland,21401,United States,2018,1055327,No,5/31/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005667676,Shady Grove Reproductive Science Center P.C.,yes,-,-,Annapolis,Maryland,21401,United States,2016,953513,No,12/17/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005667781,Shady Grove Reproductive Science Center PC,yes,-,-,Leesburg,Virginia,20176,United States,2015,910108,No,1/15/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006715328,"Shore Area In Vitro Fertilization Laboratories, P.C.",yes,-,-,Lakewood,New Jersey,8701,United States,2020,1108843,No,10/24/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006715328,"Shore Area In Vitro Fertilization Laboratories, P.C.",yes,-,-,Lakewood,New Jersey,8701,United States,2018,1030557,No,10/27/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006715328,"Shore Area In Vitro Fertilization Laboratories, P.C.",yes,-,-,Lakewood,New Jersey,8701,United States,2016,947442,No,11/4/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003945094,"Shore Institute For Reproductive Medicine, P.C.",yes,-,-,Lakewood,New Jersey,8701,United States,2020,1108884,No,10/24/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003945094,"Shore Institute For Reproductive Medicine, P.C.",yes,-,-,Lakewood,New Jersey,8701,United States,2018,1030558,No,10/27/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003945094,"Shore Institute For Reproductive Medicine, P.C.",yes,-,-,Lakewood,New Jersey,8701,United States,2016,947439,No,11/4/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009583596,Shoreline Medical LLC,yes,-,-,Chesapeake,Virginia,23320,United States,2017,991879,No,11/7/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003435301,Shriners Hospital for Children - Boston,yes,-,-,Boston,Massachusetts,2114,United States,2016,978314,No,7/26/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000119377,Shriners Hospitals for Children,yes,-,-,Galveston,Texas,77550,United States,2019,1106097,No,9/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000119377,Shriners Hospitals for Children,yes,-,-,Galveston,Texas,77550,United States,2017,1014960,No,4/21/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011697159,"Sight Society of NENY, Inc. Lions Eye Bank of Rochester",yes,-,-,Rochester,New York,14623,United States,2019,1100265,No,7/30/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011697159,"Sight Society of NENY, Inc. Lions Eye Bank of Rochester",yes,-,-,Rochester,New York,14623,United States,2016,955063,No,12/17/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718056,"Sight Society Of Northeastern New York, Inc.",yes,-,-,Albany,New York,12203,United States,2018,1052725,No,4/4/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718056,"Sight Society Of Northeastern New York, Inc.",yes,-,-,Albany,New York,12203,United States,2016,961622,No,12/22/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718076,SightLife/CorneaGen,yes,-,-,Bethlehem,Pennsylvania,18017,United States,2019,1094015,No,6/7/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718076,SightLife/CorneaGen,yes,-,-,Bethlehem,Pennsylvania,18017,United States,2016,981753,No,8/3/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1074515,Singing River Hospital Blood Bank,yes,-,-,Pascagoula,Mississippi,39581,United States,2017,989766,No,10/13/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007787331,SIU Fertility and IVF Center,yes,-,-,Springfield,Illinois,62702,United States,2020,1122936,No,12/9/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007787331,SIU Fertility and IVF Center,yes,-,-,Springfield,Illinois,62702,United States,2017,1019189,No,7/19/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009744960,"Smart Surgical, Inc",yes,-,-,Boise,Idaho,83705,United States,2018,1044817,No,3/13/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009744960,"Smart Surgical, Inc",yes,-,-,Boise,Idaho,83705,United States,2015,940466,No,9/1/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3020109322,"SNP Fertility OKC, LLC",yes,-,-,Oklahoma City,Oklahoma,73112,United States,2022,1168175,No,4/14/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008627142,"Soar Surgery Center, LLC",yes,-,-,Burlingame,California,94010,United States,2019,1087629,No,4/16/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008627142,"Soar Surgery Center, LLC",yes,-,-,Burlingame,California,94010,United States,2016,975890,No,7/1/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008806154,Society Hill Reproductive Medicine,yes,-,-,Philadelphia,Pennsylvania,19107,United States,2022,1165539,No,3/9/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008806154,Society Hill Reproductive Medicine,yes,-,-,Philadelphia,Pennsylvania,19107,United States,2019,1081928,No,2/7/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008806154,Society Hill Reproductive Medicine,yes,-,-,Philadelphia,Pennsylvania,19107,United States,2017,999150,No,2/3/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004369206,"Sota, Inc",yes,-,-,Eden Prairie,Minnesota,55344,United States,2016,952590,No,12/2/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012792221,South Dakota Lions Eye & Tissue Bank Inc,yes,-,-,Fargo,North Dakota,58103,United States,2020,1112088,No,11/15/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012792221,South Dakota Lions Eye & Tissue Bank Inc,yes,-,-,Fargo,North Dakota,58103,United States,2018,1049282,No,3/9/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011394216,South Dakota Lions Eye and Tissue Bank Inc,yes,-,-,Bismarck,North Dakota,58501,United States,2020,1112552,No,11/21/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011394216,South Dakota Lions Eye and Tissue Bank Inc,yes,-,-,Bismarck,North Dakota,58501,United States,2018,1046163,No,3/20/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006850594,South Dakota Lions Eye and Tissue Bank Inc,yes,-,-,Rapid City,South Dakota,57703,United States,2017,1015466,No,5/18/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011394216,South Dakota Lions Eye and Tissue Bank Inc,yes,-,-,Bismarck,North Dakota,58501,United States,2016,981367,No,8/4/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007787718,South Florida Institute for Reproductive Medicine,yes,-,-,Naples,Florida,34108,United States,2021,1151264,No,9/1/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008286860,South Florida Institute For Reproductive Medicine,yes,-,-,Jupiter,Florida,33458,United States,2019,1108698,No,9/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007787718,South Florida Institute for Reproductive Medicine,yes,-,-,Naples,Florida,34108,United States,2017,1029066,No,8/7/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008286860,South Florida Institute For Reproductive Medicine,yes,-,-,Jupiter,Florida,33458,United States,2017,1013543,No,3/16/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003926752,South Florida Institute for Reproductive Medicine/IVFMD,yes,-,-,Hollywood,Florida,33024,United States,2018,1034672,No,10/25/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3002133860,South Georgia Medical Center Blood Bank,yes,-,-,Valdosta,Georgia,31602,United States,2016,968323,No,4/27/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003562332,"South Tech Orthopedics, Inc",yes,-,-,Raleigh,North Carolina,27616,United States,2018,1031986,No,11/7/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003562332,"South Tech Orthopedics, Inc",yes,-,-,Raleigh,North Carolina,27616,United States,2016,944219,No,10/1/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3016738772,South Texas Blood and Tissue Center (University),yes,-,-,San Antonio,Texas,78229,United States,2021,1145743,No,6/30/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004424819,Southeastern Center for Fertility and Reproductive Surgery,yes,-,-,Knoxville,Tennessee,37934,United States,2017,1003978,No,3/9/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004424819,Southeastern Center for Fertility and Reproductive Surgery,yes,-,-,Knoxville,Tennessee,37934,United States,2015,915669,No,2/23/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000552988,"Southern Anesthesia & Surgical, Inc",yes,-,-,West Columbia,South Carolina,29169,United States,2020,1106931,No,10/8/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010954884,"Southern Anesthesia & Surgical, Inc",yes,-,-,Reno,Nevada,89502,United States,2018,1063916,No,8/10/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000552988,"Southern Anesthesia & Surgical, Inc",yes,-,-,West Columbia,South Carolina,29169,United States,2018,1029528,No,10/10/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010954884,"Southern Anesthesia & Surgical, Inc",yes,-,-,Reno,Nevada,89502,United States,2015,931102,No,5/29/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000552988,"Southern Anesthesia & Surgical, Inc",yes,-,-,West Columbia,South Carolina,29169,United States,2015,922625,No,4/10/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003489225,Southern California Reproductive Center,yes,-,-,Beverly Hills,California,90210,United States,2017,1027891,No,8/24/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003489225,Southern California Reproductive Center,yes,-,-,Beverly Hills,California,90210,United States,2015,904200,No,11/6/2014,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014323811,Southern Edge Orthopaedics,yes,-,-,Jupiter,Florida,33477,United States,2022,1162462,No,2/16/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014323811,Southern Edge Orthopaedics,yes,-,-,Jupiter,Florida,33477,United States,2019,1081454,No,2/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011688652,Southern Edge Orthpaedics,yes,-,-,Miami,Florida,33155,United States,2020,1118984,No,1/8/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011688652,Southern Edge Orthpaedics,yes,-,-,Miami,Florida,33155,United States,2018,1035284,No,11/13/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000215034,Southern Eye Bank,yes,-,-,Metairie,Louisiana,70006,United States,2019,1095564,No,4/8/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000215034,Southern Eye Bank,yes,-,-,Metairie,Louisiana,70006,United States,2017,1010185,No,4/13/2017,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1470247,Southern Illinois Healthcare Dba Herrin Hospital,yes,-,-,Herrin,Illinois,62948,United States,2020,1122821,No,2/20/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006110997,"Southern Spine, LLC",yes,-,-,Macon,Georgia,31201,United States,2020,1122829,No,1/13/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006110997,"Southern Spine, LLC",yes,-,-,Macon,Georgia,31201,United States,2018,1051154,No,4/18/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010056229,Southwest Center for Reproductive Health PA,yes,-,-,El Paso,Texas,79912,United States,2019,1100792,No,8/7/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010056229,Southwest Center for Reproductive Health PA,yes,-,-,El Paso,Texas,79912,United States,2015,917996,No,3/13/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004627484,Southwest Fertility Center,yes,-,-,Phoenix,Arizona,85018,United States,2018,1067225,No,9/19/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009061953,Southwest Medical Systems Inc,yes,-,-,Scottsdale,Arizona,85260,United States,2019,1088260,No,4/30/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009061953,Southwest Medical Systems Inc,yes,-,-,Scottsdale,Arizona,85260,United States,2016,988722,No,9/12/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008545495,Southwest Ortho Solutions Inc.,yes,-,-,Scottsdale,Arizona,85260,United States,2015,943895,No,9/22/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004430789,Southwest Transplant Alliance,yes,-,-,El Paso,Texas,79925,United States,2018,1060251,No,6/21/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003268751,Southwest Transplant Alliance,yes,-,-,Dallas,Texas,75231,United States,2018,1031302,No,11/6/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3013535151,Southwest Transplant Alliance,yes,-,-,Corpus Christi,Texas,78401,United States,2018,1032131,No,10/18/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004018637,Special Procedures Laboratory,yes,-,-,Houston,Texas,77030,United States,2022,1167946,No,4/20/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004018637,Special Procedures Laboratory,yes,-,-,Houston,Texas,77030,United States,2017,1009626,No,12/30/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003926777,"Specialists in Reproductive Medicine & Surgery, P.A.",yes,-,-,Fort Myers,Florida,33907,United States,2016,969003,No,2/10/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1872175,Spectrum Health Hospitals,yes,-,-,Grand Rapids,Michigan,49503,United States,2022,1161179,No,12/3/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3013306145,"Spectrum Medical Solutions, LLC",yes,-,-,Scottsdale,Arizona,85260,United States,2018,1030788,No,10/23/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005211905,"Sperm Bank, Inc",yes,-,-,San Diego,California,92120,United States,2019,1085581,No,2/28/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005211905,"Sperm Bank, Inc",yes,-,-,San Diego,California,92120,United States,2018,1037747,No,12/12/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005210448,"Sperm Bank, Inc. (dba) Fertility Center of California",yes,-,-,Tustin,California,92780,United States,2018,1037295,No,1/4/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005210448,"Sperm Bank, Inc. (dba) Fertility Center of California",yes,-,-,Tustin,California,92780,United States,2016,950096,No,11/4/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007970248,Spinal Elements,yes,-,-,Marietta,Georgia,30062,United States,2017,1002009,No,2/14/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007970248,Spinal Elements,yes,-,-,Marietta,Georgia,30062,United States,2015,903639,No,11/12/2014,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012190987,Spiraltech Dental Implants,yes,-,-,Chicago,Illinois,60611,United States,2017,993216,No,10/20/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3018735656,Spring Fertility New York,yes,-,-,New York,New York,10036,United States,2022,1154304,No,10/7/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011408185,SpringCreek Fertility,yes,-,-,Centerville,Ohio,45459,United States,2018,1053803,No,5/14/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011408185,SpringCreek Fertility,yes,-,-,Centerville,Ohio,45459,United States,2016,954730,No,1/13/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1937473,St Louis Children's Hospital,yes,-,-,Saint Louis,Missouri,63110,United States,2018,1063936,No,8/28/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1937473,St Louis Children's Hospital,yes,-,-,Saint Louis,Missouri,63110,United States,2015,910898,No,1/26/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003934718,St Luke's Hospital Assisted Reproductive Technology Lab,yes,-,-,Chesterfield,Missouri,63017,United States,2017,993224,No,11/16/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003934718,St Luke's Hospital Assisted Reproductive Technology Lab,yes,-,-,Chesterfield,Missouri,63017,United States,2015,915671,No,2/18/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006580335,St Marks Outpatient Surgery,yes,-,-,Salt Lake City,Utah,84124,United States,2019,1097891,No,7/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3073908,St. Charles Health System,yes,-,-,Bend,Oregon,97701,United States,2018,1067783,No,9/12/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3073908,St. Charles Health System,yes,-,-,Bend,Oregon,97701,United States,2015,929846,No,6/3/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2970004,Stanford Blood Center,yes,-,-,Palo Alto,California,94304,United States,2015,934133,No,7/10/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003667997,STAT Instruments LLC,yes,-,-,Weymouth,Massachusetts,2188,United States,2020,1117210,No,1/6/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003667997,STAT Instruments LLC,yes,-,-,Weymouth,Massachusetts,2188,United States,2018,1037716,No,12/13/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003447829,Statline,yes,-,-,Greenwood Village,Colorado,80111,United States,2018,1038849,No,1/24/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011681782,Steelhead Surgical Inc,yes,-,-,Portland,Oregon,97214,United States,2018,1063267,No,8/15/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003942486,"Steinberg, Jeffrey MD, Inc, a Professional Medical Corp",yes,-,-,Encino,California,91436,United States,2018,1061280,No,7/3/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003942486,"Steinberg, Jeffrey MD, Inc, a Professional Medical Corp",yes,-,-,Encino,California,91436,United States,2015,936926,No,7/24/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012098223,"Steinleitner, Alex, MD, Inc",yes,-,-,San Luis Obispo,California,93405,United States,2017,1026597,No,9/15/2017,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004355298,"Stem Cell Cryo Bank, LLC / SFBMSCTI",yes,-,-,Boynton Beach,Florida,33437,United States,2021,1147032,No,7/21/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004355298,"Stem Cell Cryo Bank, LLC / SFBMSCTI",yes,-,-,Boynton Beach,Florida,33437,United States,2017,1028953,No,8/2/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012839772,Stem Cell Life Connect,yes,-,-,Fresno,California,93727,United States,2018,1037078,No,12/6/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006996287,"Stephen W. Welden,MD,PA dba Center for Reproductive Medicine",yes,-,-,Lutz,Florida,33548,United States,2015,909854,No,1/8/2015,Official Action Indicated (OAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1270472,"Steward Holy Family Hospital, Inc.",yes,-,-,Methuen,Massachusetts,1844,United States,2015,935200,No,6/22/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000121052,Straumann USA LLC,yes,-,-,Andover,Massachusetts,1810,United States,2015,903433,No,11/13/2014,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008851369,Strong Care Corp,yes,-,-,Bayamon,Puerto Rico,959,United States,2020,1130590,No,9/11/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008851369,Strong Care Corp,yes,-,-,Bayamon,Puerto Rico,959,United States,2018,1042887,No,2/7/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003972438,Strong Fertility Center,yes,-,-,Rochester,New York,14623,United States,2020,1130053,No,9/1/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003972438,Strong Fertility Center,yes,-,-,Rochester,New York,14623,United States,2017,1001767,No,2/16/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011420259,Summit Surgical Corp.,yes,-,-,Renton,Washington,98057,United States,2020,1120375,No,1/27/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011420259,Summit Surgical Corp.,yes,-,-,Renton,Washington,98057,United States,2016,967549,No,4/13/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010056241,"Surgical Esthetics Biomedical Technologies, Inc.",yes,-,-,Northridge,California,91324,United States,2016,987219,No,9/23/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010056241,"Surgical Esthetics Biomedical Technologies, Inc.",yes,-,-,Northridge,California,91324,United States,2019,1085138,No,3/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009541737,Surgical Innovations Corp,yes,-,-,San Juan,Puerto Rico,927,United States,2019,1087598,No,4/11/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012086393,"Surgical Spectrum, LLC",yes,-,-,Houston,Texas,77074,United States,2017,1028503,No,9/26/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003564213,"Surgical Tissue Network, Inc. dba TissueNet",yes,-,-,Orlando,Florida,32803,United States,2015,924608,No,4/30/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003435341,"Surgi-Care, Inc.",yes,-,-,Waltham,Massachusetts,2451,United States,2020,1120374,No,2/10/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003435341,"Surgi-Care, Inc.",yes,-,-,Waltham,Massachusetts,2451,United States,2015,920502,No,3/10/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005128885,Surrogacy Specialists of America LLC,yes,-,-,Houston,Texas,77040,United States,2019,1085568,No,3/27/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005128885,Surrogacy Specialists of America LLC,yes,-,-,Houston,Texas,77040,United States,2015,928416,No,6/1/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000515342,Synergy Health AST LLC,yes,-,-,Lima,Ohio,45804,United States,2015,930402,No,6/10/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009882464,"Synergy Health AST, LLC",yes,-,-,Saxonburg,Pennsylvania,16056,United States,2022,1171195,No,5/26/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000518731,"Synergy Health AST, LLC",yes,-,-,San Diego,California,92126,United States,2018,1064088,No,8/2/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012102437,"Synergy Health AST, LLC",yes,-,-,Petaluma,California,94954,United States,2018,1062116,No,7/27/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009882464,"Synergy Health AST, LLC",yes,-,-,Saxonburg,Pennsylvania,16056,United States,2017,1012223,No,1/25/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009882464,"Synergy Health AST, LLC",yes,-,-,Saxonburg,Pennsylvania,16056,United States,2016,955053,No,1/7/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007496241,"Synergy Health AST, LLC",yes,-,-,Denver,Colorado,80216,United States,2015,976854,No,7/13/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006293236,"Talecris Plasma Resources, Inc.",yes,-,-,Corpus Christi,Texas,78415,United States,2018,1030569,No,10/24/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
